an n_screen_name,gender,year_ f_birth,level_ f_educati n,c untry_three_letters,c untry_name
29fca19cd5d27273 d97319572d8664a 111c1b8,, ,User withheld,BEL,Belgium
53a2a76 fed34   32f3f2878f12a 15e26c45 e,f,1982,Masters  r pr fessi nal degree,CHE,Switzerland
d86dfafae7bbb18468aab 5fe8c cae7bf7 5c16,m,1988,Masters  r pr fessi nal degree,FRA,France
f6ed 6d15a 295 196dd5887eba33e81cd8f56ff,f,1978, ther,GBR,United Kingd m
a8edf5478d599b185b 5ed13b8dbad5d7fa675f8,m,1987,Masters  r pr fessi nal degree,ALB,Albania
a8edf5478d599b185b 5ed13b8dbad5d7fa675f8,m,1987,Masters  r pr fessi nal degree,GBR,United Kingd m
a8edf5478d599b185b 5ed13b8dbad5d7fa675f8,m,1987,Masters  r pr fessi nal degree,BGR,Bulgaria
8efed8ebaf6b69 3b279c68afb5 42de651da9d4,m,1986,Masters  r pr fessi nal degree,AUT,Austria
1389de6f88a66e1334a743c37641ecfd 3 3ff2d,m,1988,Masters  r pr fessi nal degree,MEX,Mexic 
16ecabac44cb75f43 f1ac6522699d155f8288bc,m,1989,Masters  r pr fessi nal degree,GBR,United Kingd m
16ecabac44cb75f43 f1ac6522699d155f8288bc,m,1989,Masters  r pr fessi nal degree,RUS,Russian Federati n
16ecabac44cb75f43 f1ac6522699d155f8288bc,m,1989,Masters  r pr fessi nal degree,FRA,France
16ecabac44cb75f43 f1ac6522699d155f8288bc,m,1989,Masters  r pr fessi nal degree,R M,R mania
16ecabac44cb75f43 f1ac6522699d155f8288bc,m,1989,Masters  r pr fessi nal degree,HUN,Hungary
16ecabac44cb75f43 f1ac6522699d155f8288bc,m,1989,Masters  r pr fessi nal degree,AUT,Austria
16ecabac44cb75f43 f1ac6522699d155f8288bc,m,1989,Masters  r pr fessi nal degree,DNK,Denmark
16ecabac44cb75f43 f1ac6522699d155f8288bc,m,1989,Masters  r pr fessi nal degree,N R,N rway
16ecabac44cb75f43 f1ac6522699d155f8288bc,m,1989,Masters  r pr fessi nal degree,DEU,Germany
52a7d6 da4cf 16c1efaa53265988bf8 73dc9 f,m,1982,Bachel rs,PAK,Pakistan
b7a827126a6a 6 f45621f9cfc9d82 89e685b39,, ,Bachel rs,IND,India
aab4 bcc ec48c5a5f77baf7566988f51b b7853,, ,User withheld,GBR,United Kingd m
aab4 bcc ec48c5a5f77baf7566988f51b b7853,, ,User withheld,USA,United States
aab4 bcc ec48c5a5f77baf7566988f51b b7853,, ,User withheld,DEU,Germany
af9a73 1 a315 881fa7 98 766aa71f3f5f759e,m,1971,Bachel rs,ITA,Italy
 4d164fd9949955f f5c  f33c3a527d7 6b1172,f, ,Bachel rs,USA,United States
98838bee99f4bf8 17f122b7f3d1ea77b88  96b,f,1988,Masters  r pr fessi nal degree,FRA,France
aca2bc87dae57b8157  18f5c111aa637ac 7872,m,1988,Ass ciates,RUS,Russian Federati n
d67 39b388727f 7c3595caeea48135f5 9ad6e6,m,1988,Masters  r pr fessi nal degree,HRV,Cr atia (L CAL Name: Hrvatska)
d67 39b388727f 7c3595caeea48135f5 9ad6e6,m,1988,Masters  r pr fessi nal degree,CHE,Switzerland
f6ad a9355db9be59692 95 9bddf6c8931214fc,m,199,Sec ndary/High Sch  l,NGA,Nigeria
b2c5dc773d2f2 1a3978f45b c57e e266e ed4a,m,1979,D ct rate,ITA,Italy
d4968d6831a4 831d ae724a 8e4 ce242da d7c,, ,User withheld,HKG,H ng K ng
d4968d6831a4 831d ae724a 8e4 ce242da d7c,, ,User withheld,JPN,Japan
d4968d6831a4 831d ae724a 8e4 ce242da d7c,, ,User withheld,USA,United States
f78a38f7f4c95b  34d4ef2bdab2f1eb1f66d 2a,m,1982,Bachel rs,AUS,Australia
6e23fa3 f9 d6c 5ad579dae 6a29193833e6ad1,m,1989,Masters  r pr fessi nal degree,TUR,Turkey
cd41527acd28dfa946 3252edab6c8b76fe48318,m,198,Masters  r pr fessi nal degree,DEU,Germany
b11432a58242c881c1cfc c322494d7885577f2 ,m,1964,D ct rate,BRA,Brazil
48674e44275169  cbe653b934ce13485 e82c69,m,1975,Masters  r pr fessi nal degree,GBR,United Kingd m
c4419dfd1d7d9e 69b2f6bc16d8239417be71e85,f,197,Masters  r pr fessi nal degree,MNG,M ng lia
c4419dfd1d7d9e 69b2f6bc16d8239417be71e85,f,197,Masters  r pr fessi nal degree,USA,United States
cc65acecf 83211829fab373 bd1c35ad519adcf,f,199,Masters  r pr fessi nal degree,NLD,Netherlands
364d7eaf448bb629d4c4e8a4c6cf 81f814c81a6,, ,User withheld,DEU,Germany
292cf558a 7732 af1371acdebf6e18973cb6d 9,m,199,Masters  r pr fessi nal degree,FRA,France
271ca f 45576826 4fae794245 345fb13ae811,f,1986,Masters  r pr fessi nal degree,CHN,China
271ca f 45576826 4fae794245 345fb13ae811,f,1986,Masters  r pr fessi nal degree,IND,India
271ca f 45576826 4fae794245 345fb13ae811,f,1986,Masters  r pr fessi nal degree,USA,United States
271ca f 45576826 4fae794245 345fb13ae811,f,1986,Masters  r pr fessi nal degree,DEU,Germany
 ae8b196ac3f1adf8293e67 f537d3729d8c3878,m,1954,Masters  r pr fessi nal degree,GBR,United Kingd m
9385c4ad77e57921b8e76f2c293ce61a268c1866,f,1979,Sec ndary/High Sch  l,USA,United States
e27f 98d88c8bfb631d6c3244d477 3424 8891b,m,1978,Bachel rs,KAZ,Kazakhstan
e27f 98d88c8bfb631d6c3244d477 3424 8891b,m,1978,Bachel rs,EST,Est nia
5e3 6ef8f69b2362c8f6522e 238cb8255864ab4,m,1988,Masters  r pr fessi nal degree,RUS,Russian Federati n
5e3 6ef8f69b2362c8f6522e 238cb8255864ab4,m,1988,Masters  r pr fessi nal degree,BEL,Belgium
4e22c  5f9a15691c83 15  5db5 75 bc42c49a,f,1969,Masters  r pr fessi nal degree,ESP,Spain
55 6ff82fff84125 1372dba2d34afb6e  c6682,m,198,Bachel rs,IRL,Ireland
a6 24f ee6217dea6376d5816c84aaafb286b 7a,m,1957,Masters  r pr fessi nal degree,DEU,Germany
db 43d8bfe67cfa4c86fa379bf8  555c21d  94,m,1988,Masters  r pr fessi nal degree,R M,R mania
99a8d 8b556699487dcfbdff2c eee6be32ec2f ,m,1988,Masters  r pr fessi nal degree,CHN,China
ee2 a8bf3714637ad9144ca9b59eac42 ba96d f,, ,User withheld,CHN,China
ee2 a8bf3714637ad9144ca9b59eac42 ba96d f,, ,User withheld,USA,United States
ee2 a8bf3714637ad9144ca9b59eac42 ba96d f,, ,User withheld,ZZZ,Reserved
ee2 a8bf3714637ad9144ca9b59eac42 ba96d f,, ,User withheld,R M,R mania
73c4a6e7 5e211a7d66 9a9334dc4d3f1b853d6b,m,197,Masters  r pr fessi nal degree,GRC,Greece
c d918 71a3eca8a5c2c38de a674e61b61cbb1a,m,1983,Masters  r pr fessi nal degree,FRA,France
c d918 71a3eca8a5c2c38de a674e61b61cbb1a,m,1983,Masters  r pr fessi nal degree,FIN,Finland
abe47fc162b283cd1833b8e6f39a95383816b9b3,f,1989,Bachel rs,EST,Est nia
7 8a58df5f4482 3d8581a7c4a81 564286c49 4,f,1983,Masters  r pr fessi nal degree,AUS,Australia
1ce876fa1978793fdeeb58df53f3 4cc46394176,m,1981,Bachel rs,USA,United States
17cf3beeffd8dd214f941acd76ca53bc5c7c9e69,f,1969,Masters  r pr fessi nal degree,LUX,Luxemb urg
48981de7ad3edc9294bde1a137bd49fbc7b 378d,f,1972,Bachel rs,ALB,Albania
7d5eb1c4b6e7d53ff5dfbff5488ec4836 6cc3 c,m,198,Masters  r pr fessi nal degree,GRC,Greece
b431b24b7a 8f4e971621f126f4c5ebcb2afa68b,m,1988,Bachel rs,IND,India
b431b24b7a 8f4e971621f126f4c5ebcb2afa68b,m,1988,Bachel rs,SGP,Singap re
d b933379fcde65ed9 2 b4cb8b714dc1c5afbf1,m,1991,Sec ndary/High Sch  l,RUS,Russian Federati n
 5415ef6  291e5a3dd65e8aefda81d6363e1cbe,m,1994,Sec ndary/High Sch  l,SAU,Saudi Arabia
 5415ef6  291e5a3dd65e8aefda81d6363e1cbe,m,1994,Sec ndary/High Sch  l,R M,R mania
71fc 9392fceb947883 fc9fa747fc53fb7d9642,m,1983,Masters  r pr fessi nal degree,UKR,Ukraine
cf677775 3d 381bf2e 47133d46e71ad716a938,m,1976,D ct rate,GBR,United Kingd m
392c51f2862779f 94ddffd512518a5db643e568,m,1976,Masters  r pr fessi nal degree,MEX,Mexic 
885b19dc93d5e647cf7b5bb1b15 c87e13826 23,m,199,Masters  r pr fessi nal degree,IND,India
885b19dc93d5e647cf7b5bb1b15 c87e13826 23,m,199,Masters  r pr fessi nal degree,JPN,Japan
833f24f6d4 89aa874651a7d5a7f5fa584 799c3,f,1988,Masters  r pr fessi nal degree,R M,R mania
5 86ef94721  a7c4727ab16227dbc ba36586c5,f,1992,Bachel rs,ARE,United Arab Emirates
5 86ef94721  a7c4727ab16227dbc ba36586c5,f,1992,Bachel rs,RUS,Russian Federati n
5 86ef94721  a7c4727ab16227dbc ba36586c5,f,1992,Bachel rs,R M,R mania
b64d39fa549a6b5e9 19cb36265afecc135747e5,f,1984,Masters  r pr fessi nal degree,ETH,Ethi pia
a3dfc8e26 5431b1ae886434f176aba446fe7a58,m,1978,Masters  r pr fessi nal degree,EST,Est nia
a3dfc8e26 5431b1ae886434f176aba446fe7a58,m,1978,Masters  r pr fessi nal degree,LVA,Latvia
668276971fad7832bd2c 693daa62925f1f7d  4,m,1983,Masters  r pr fessi nal degree,IND,India
668276971fad7832bd2c 693daa62925f1f7d  4,m,1983,Masters  r pr fessi nal degree,USA,United States
5db642d674d82f75f25a2cced6bf93b439e63b5b,f,198,Masters  r pr fessi nal degree,DNK,Denmark
5db642d674d82f75f25a2cced6bf93b439e63b5b,f,198,Masters  r pr fessi nal degree,FRA,France
5db642d674d82f75f25a2cced6bf93b439e63b5b,f,198,Masters  r pr fessi nal degree,ITA,Italy
f57655f6de97e9c7cbe8eef7297d1832e7994678,m,1992,Sec ndary/High Sch  l,SGP,Singap re
f678b4495259bca78d55a59d82b85e2c65af125a,m,1984,Bachel rs,IND,India
6d e3 692b4a7567126233f922ee bfeae74467e,f,1973,Ass ciates,GBR,United Kingd m
e19f43314381621f2e 6b13abb82ec1b2e7fe cd,f,1987,Masters  r pr fessi nal degree,PHL,Philippines
e9c71c88b1ac4fca2cad4f 6c2dfbc2 26c11815,m,1988,Bachel rs,ETH,Ethi pia
4dc3e2d22791f8c4819394af55f 62124857 fdc,m,199,Bachel rs,AUT,Austria
5616 3d8277983db32cff1d4a4123e2c4b1a7fe ,m,198,Masters  r pr fessi nal degree,NGA,Nigeria
7eedfc4161672817a69a8b8faa9fcfdbda8346f8,m,1986,Bachel rs,UZB,Uzbekistan
4215a43cc41fe5c6585569b291e358f11a45ed34,, ,User withheld,P L,P land
876ede  36f52d39bcfd63 4f4 5d9523565 7a6,m,1972,D ct rate,USA,United States
876ede  36f52d39bcfd63 4f4 5d9523565 7a6,m,1972,D ct rate,SAU,Saudi Arabia
876ede  36f52d39bcfd63 4f4 5d9523565 7a6,m,1972,D ct rate,ARE,United Arab Emirates
b12e829d5e88 ec41fa1 9ba438bf395de381e9a,m, ,Masters  r pr fessi nal degree,USA,United States
a b a2619d82b16fe4e4ac6de867c 195384eafb,m,1993,Sec ndary/High Sch  l,JPN,Japan
9d2a8f3d43bb5 5126f6fbdb854658 bea4f2379,m,1979,Masters  r pr fessi nal degree,SWE,Sweden
ad22d12995f4b57b25d6c3d898d17c6 1ec2dc23,f,1997,Masters  r pr fessi nal degree,CHN,China
ad22d12995f4b57b25d6c3d898d17c6 1ec2dc23,f,1997,Masters  r pr fessi nal degree,PHL,Philippines
 1e67b 5e3fd34982e b16bb883ed5 2b929f41b,m,1984,Masters  r pr fessi nal degree,DEU,Germany
3961c5e25fa88ea42e8178cb74684ed 38 98f57,m,1979,D ct rate,GBR,United Kingd m
49866c17f f67b87b1d447e4a243a82227cc71a4,m,1984,Bachel rs,NLD,Netherlands
26e8d5187b2b5ce563553  4f4397a19337743a3,m,1984,Bachel rs,IND,India
5ed6b37c3 a7741a9 ed2a841acb4c7 f9865a62,m,199,Ass ciates,MDV,Maldives
6bc7bd6fd1cbd2 938 4c769a 1 92b67b8eeaa2,m,1989,Bachel rs,GRC,Greece
6bc7bd6fd1cbd2 938 4c769a 1 92b67b8eeaa2,m,1989,Bachel rs,GBR,United Kingd m
23c129259c 5394f cd f633a34f37 5c9ff541f,m,1985,Bachel rs,IND,India
e9112ed82f6f4e12b8 685c7f7f9 bcfff825447,m, ,Bachel rs,IND,India
e9112ed82f6f4e12b8 685c7f7f9 bcfff825447,m, ,Bachel rs,CHN,China
c24ce 176ef4b6a672bf58a fc8618f1 268fb6d,m,1982,Masters  r pr fessi nal degree,UKR,Ukraine
f3b83e15f362f2235cfc45b81da191e2e12f222a,m,1984,Sec ndary/High Sch  l,RUS,Russian Federati n
e 4ad cffc5cd1992cde 6a 15 6b21e2848d 43,f,1971,Masters  r pr fessi nal degree,GBR,United Kingd m
8f769c3b868ae5b29e9c4 286687b8f17a31dd67,m,1987,Bachel rs,SGP,Singap re
ade91 68dbc84edb5543714dfcffce6dd818c3d6,m,197,Sec ndary/High Sch  l,SVN,Sl venia
bb416efa9911 b8 9 b654a4573362a2cf295cae,m,1981,Masters  r pr fessi nal degree,NLD,Netherlands
bb416efa9911 b8 9 b654a4573362a2cf295cae,m,1981,Masters  r pr fessi nal degree,PRT,P rtugal
a993 2b2cf67 5fd4b459c5457e8 26f 997fe3c,m,196,Bachel rs,BGR,Bulgaria
4188 d 2dc84 5aabbffb6afa5c7 cfe132e69eb,m,198,Masters  r pr fessi nal degree,USA,United States
ef85eb88ad8b8658f3868e9ed83 cea1a432cfd4,m,1986,Sec ndary/High Sch  l,ZAF,S uth Africa
38f41aa2b 15594b9441eff29c1 e4c8edc5339b,m,1987,Masters  r pr fessi nal degree,P L,P land
581a c3c6b  9ab4 b2e47 54f6a489 d87a999d,m,1974,Sec ndary/High Sch  l,N R,N rway
581a c3c6b  9ab4 b2e47 54f6a489 d87a999d,m,1974,Sec ndary/High Sch  l,ESP,Spain
632185e487fc78a ac38bd559 76be2136971668,m,1981,Masters  r pr fessi nal degree,USA,United States
ddbde be38c5 9e39b69b8b 8 de 1c816 34188,, ,User withheld,ESP,Spain
d45a89 a2b3cec58d9e 431dea e45d25e 339ca,m,1983,D ct rate,RUS,Russian Federati n
d45a89 a2b3cec58d9e 431dea e45d25e 339ca,m,1983,D ct rate,AUT,Austria
d45a89 a2b3cec58d9e 431dea e45d25e 339ca,m,1983,D ct rate,ESP,Spain
4b485c36ceaee5dc96ae5bc6 ef2d58d73957f67,m,198,Masters  r pr fessi nal degree,IDN,Ind nesia
7a714be 69724895bdb3 1fdba46 6 3b5cd5f13,m,1985,Masters  r pr fessi nal degree,FRA,France
7a714be 69724895bdb3 1fdba46 6 3b5cd5f13,m,1985,Masters  r pr fessi nal degree,GBR,United Kingd m
a67667415d629a2f8ff773dcf1cd8a16f65  384,m,1968,D ct rate,GBR,United Kingd m
a67667415d629a2f8ff773dcf1cd8a16f65  384,m,1968,D ct rate,RUS,Russian Federati n
  e1b592a8da 8926ab524387b636dc6463166a1,f,1976,Masters  r pr fessi nal degree,UKR,Ukraine
23db113fddc 9dab5238225fb7a48d99 afc7acf,f,1984,Masters  r pr fessi nal degree,EST,Est nia
9 852e6778c9 13115e83ff232 dbf17b aa2b1c,f,1993,Sec ndary/High Sch  l,CHN,China
a1a18584f11f4dceebab5a493ac5e8248a9761e4,f,1969,Sec ndary/High Sch  l,ZAF,S uth Africa
8c93a4da4eeef536d381d59ecfc84f26a22ff51f,f,1989,Masters  r pr fessi nal degree,DEU,Germany
9ad66564129222826eb18986f231125 219b73cd,f,1985,Masters  r pr fessi nal degree,LTU,Lithuania
9ad66564129222826eb18986f231125 219b73cd,f,1985,Masters  r pr fessi nal degree,DEU,Germany
9ad66564129222826eb18986f231125 219b73cd,f,1985,Masters  r pr fessi nal degree,ITA,Italy
 cc2f773bad39c89f26a7665dc6dd286d6 b49ba,m,1975,Masters  r pr fessi nal degree,USA,United States
 cc2f773bad39c89f26a7665dc6dd286d6 b49ba,m,1975,Masters  r pr fessi nal degree,GBR,United Kingd m
 cc2f773bad39c89f26a7665dc6dd286d6 b49ba,m,1975,Masters  r pr fessi nal degree,IND,India
874a45b9eb 4388c b8eb548 f559e5dfc3f8 ad,m,1987,Bachel rs,KEN,Kenya
46284127cde4b259fd556c212de88f1153e84d42,m,1985,Masters  r pr fessi nal degree,CHE,Switzerland
46284127cde4b259fd556c212de88f1153e84d42,m,1985,Masters  r pr fessi nal degree,GBR,United Kingd m
46284127cde4b259fd556c212de88f1153e84d42,m,1985,Masters  r pr fessi nal degree,ESP,Spain
46284127cde4b259fd556c212de88f1153e84d42,m,1985,Masters  r pr fessi nal degree,DEU,Germany
2 2f64e2b39399fa7dee6a6f2 6af3114a3e76f6,m,1998,Juni r sec ndary/juni r high/middle Sch  l,ARE,United Arab Emirates
2 2f64e2b39399fa7dee6a6f2 6af3114a3e76f6,m,1998,Juni r sec ndary/juni r high/middle Sch  l,USA,United States
ba293abe 7ac128977e1653bc9f 85d424b6c61e,m,1947,Masters  r pr fessi nal degree,PRT,P rtugal
32b99a89 91ab842dde4da4 43aa26a96 a28533,f,1971,Masters  r pr fessi nal degree,SAU,Saudi Arabia
7e5a188a7 b 891f1bfb7b 43c9d439e43f6 474,m,1993,Bachel rs,PHL,Philippines
e89ef362498d6 77 2b8f475167c45bd34e393be,f,1978,D ct rate,DEU,Germany
6466a3475 84b161286d8bcb3733f5 135e538cc,m,1993,Sec ndary/High Sch  l,RUS,Russian Federati n
7f7f6def8b662b966de5753 885d38f849d8 eab,m,1986,Masters  r pr fessi nal degree,JPN,Japan
92e6b8fab333669 9 5736da8bceaacbc 8e 69 ,m,1975,Masters  r pr fessi nal degree,CHN,China
92e6b8fab333669 9 5736da8bceaacbc 8e 69 ,m,1975,Masters  r pr fessi nal degree,SGP,Singap re
7f2ebb3ec7ee853424 4d77 7 54cd5e2a31dd18,m,1962,Bachel rs,GBR,United Kingd m
b25742e8d2256d1a578d46e31ca7226928d3cea7,m,1958,Masters  r pr fessi nal degree,AUS,Australia
dbfb2c2d eb916acf8ecd bee6486 25e25f5c57,m,1982,Masters  r pr fessi nal degree,ESP,Spain
9 4f99616e f8445eac2f55dc93 43b39b7862f1,m,1979,Masters  r pr fessi nal degree,ESP,Spain
fa7b  58dc917ce143 ae763cf262f 85f4251  ,f,1982,Masters  r pr fessi nal degree,ESP,Spain
69afa82a4fc6 d4596df9feb9133e91a59f32f73,m,1986,Masters  r pr fessi nal degree,DEU,Germany
e7 15a7b991aea4b3638855f361 d8e55425c95b,f,1986,Masters  r pr fessi nal degree,GRC,Greece
ed 3  75e4 d9599ea8931f77318ef7b4 4ce 71,m,1988,Masters  r pr fessi nal degree,AFG,Afghanistan
ed 3  75e4 d9599ea8931f77318ef7b4 4ce 71,m,1988,Masters  r pr fessi nal degree,NPL,Nepal
ed 3  75e4 d9599ea8931f77318ef7b4 4ce 71,m,1988,Masters  r pr fessi nal degree,GBR,United Kingd m
319b66b4ef5ad daa195e54 86c88613c435a29f,f,1991,Bachel rs,SAU,Saudi Arabia
 f 1fc 3d7b45bb2cb51447acc9adfe1a5bf2b23,f,1989,Masters  r pr fessi nal degree,BEL,Belgium
a3cc498745e45b2a589e4b14c1eae54c453 dc9c,m,1992,Sec ndary/High Sch  l,EGY,Egypt
a577 5e 278a63ddc57ab7f26b12487b2d5e6 21,m,1994,Ass ciates,VNM,Viet Nam
a577 5e 278a63ddc57ab7f26b12487b2d5e6 21,m,1994,Ass ciates,CHN,China
21a7d94a2 4343d668 f4f b88 5d71879c 98b ,m,1991,Masters  r pr fessi nal degree,GBR,United Kingd m
efd37158b3d772f5d65e7d 291dc 5176df8c773,m,1987,Masters  r pr fessi nal degree,RUS,Russian Federati n
3ac6b6f 191 d9a612e57fbda253dcf24b1256e4,m,1983,Masters  r pr fessi nal degree,BFA,Burkina Fas 
92df d743 cfaef84c25 5 6184b99f877a3d343,m,1981,Masters  r pr fessi nal degree,DEU,Germany
1 6536 37528ac3415352a2683feb5 a2a84e1aa,m,1986,Masters  r pr fessi nal degree,RUS,Russian Federati n
7496d929e2 e3b5a47b283ba8eade3 35957c6af,f,1976,D ct rate,IND,India
c781aca4c9 4 ff5d11a688d55a3a986b4aa6cae,, ,User withheld,IND,India
6912a 49eed3e1f1d5158 9e a962b568bed4da7,m,1966,Bachel rs,CHN,China
 ed7e4 125f8ca1f7969b53c76eaec44f12cd6e6,m,1999,Sec ndary/High Sch  l,CHN,China
da e8c7b9 d8 e112bbeecb 5c29df f459b21a7,f,1976,Masters  r pr fessi nal degree,GBR,United Kingd m
da e8c7b9 d8 e112bbeecb 5c29df f459b21a7,f,1976,Masters  r pr fessi nal degree,FIN,Finland
a6ead4f48d2a31e3d6d5bd67bbb b25139 b2684,f,1977,Masters  r pr fessi nal degree,RUS,Russian Federati n
6c 922ce87ff85e81659d4491 71add4591f4e2b,m,1996,Sec ndary/High Sch  l,GRC,Greece
c3bfa2f bd d8 f91498 418c216969cc 3dead2,m, ,D ct rate,CAN,Canada
ad6dabe19fbd63 3eb6bc95cb5882e57e93a9 fc,m,1984,Masters  r pr fessi nal degree,PAK,Pakistan
bad7e4af354452656a71decad8424bb17f98 ad8,m,1992,Ass ciates,SWE,Sweden
e4bbcb57d5b259ac7bd4f7 a95228b66 5f33d85,m,1958,Bachel rs,USA,United States
fd83998c14 2785 f5 364a4f2dc75242844a cd,f,1991,Masters  r pr fessi nal degree,DEU,Germany
19b69d6 33 da3419e72517491e4e5efd4f66bf5,m,1994,Sec ndary/High Sch  l,VNM,Viet Nam
a6 aa 8c9c4c27a 6bd1f1f3c525322c 8448e93,m,1986,Masters  r pr fessi nal degree,BRA,Brazil
c abc55566b5dc17f33 9b1c c6a6f98a3125e62,m,1983,Bachel rs,FRA,France
49542fbc8d6 2af94c49cf6d5 ee7ea7e287eb36,m,1983,Masters  r pr fessi nal degree,PAK,Pakistan
b88255c7 72654a47 3 bcc5d8fda87ae12dcdf9,m,1987,Masters  r pr fessi nal degree,GBR,United Kingd m
a729576479925b4c686b a7cb3147468cf6b125b,f,1987,Masters  r pr fessi nal degree,P L,P land
fc254a be1bab8e8e312769a2a6b24ec87dad 32,m,1989,Masters  r pr fessi nal degree,IND,India
 98a1df5adbe9be662b 54d 74687139a6e6ca86,m,1958,Sec ndary/High Sch  l,USA,United States
8fc9 d6bd 2d b65fc7e 18be2676da56 71ab37,m,1997,Juni r sec ndary/juni r high/middle Sch  l,USA,United States
8fc9 d6bd 2d b65fc7e 18be2676da56 71ab37,m,1997,Juni r sec ndary/juni r high/middle Sch  l,K R,K rea Republic  f
8fc9 d6bd 2d b65fc7e 18be2676da56 71ab37,m,1997,Juni r sec ndary/juni r high/middle Sch  l,CHN,China
7eef cfcc973c 15782717e85492e5de81 8d e4,f,1956,Bachel rs,USA,United States
e17 a 87 f9aa22 7e6a16 56a9a2828 84f4 33,m,1992,Bachel rs,USA,United States
fa33fe41f73bb375e7e393e31ba61fdd71a359bd,m,1979,Bachel rs,SGP,Singap re
97a11bb591d47af844a4a8e28379ef1d1f2cbc68,f,1976,Masters  r pr fessi nal degree,BRA,Brazil
9eaaaec5fd5cd194855d3739a8769ff94943a6b ,m,1992,Sec ndary/High Sch  l,IND,India
37432453d9f618cb3a27a 9 56d12e1fe683c5ec,m,1987,Masters  r pr fessi nal degree,BFA,Burkina Fas 
1e43a59799e121cef8 28f2ffece cddc2f2 482,f,1975,Masters  r pr fessi nal degree,NGA,Nigeria
83 64a7188152ea7671431e681a77ccedbed12d4,f,1977,Bachel rs,BRA,Brazil
f7ca7b8185ec991815 fffb1ff8f99 32de35682,f,1982,Masters  r pr fessi nal degree,HUN,Hungary
dcdc15e7f37f9b f445e2 19d3186577c 55f 3b,f,1986,Bachel rs,DEU,Germany
84ba7f dfd572a6 94be 4edae fb12c6d a1e76,m,1979,Bachel rs,SWE,Sweden
aa  ce66bb6 e14adef5aa264769733bbeccf44b,m,197,Masters  r pr fessi nal degree,QAT,Qatar
aa  ce66bb6 e14adef5aa264769733bbeccf44b,m,197,Masters  r pr fessi nal degree,ARE,United Arab Emirates
16d98eb9c941a774f22c494bfcf6b4ec1571d478,m,1954,Masters  r pr fessi nal degree,PAK,Pakistan
16d98eb9c941a774f22c494bfcf6b4ec1571d478,m,1954,Masters  r pr fessi nal degree,USA,United States
16d98eb9c941a774f22c494bfcf6b4ec1571d478,m,1954,Masters  r pr fessi nal degree,CAN,Canada
c   4e49d2e3177beba5545cb74898c1cb578b59,m,1991,Masters  r pr fessi nal degree,IND,India
637 5cd888986164c5ab1db9f69b87d63818624 ,m,1969,D ct rate,USA,United States
aa33394ebe64  e78696df bacb6db91a2a1b6b9,f,199,Masters  r pr fessi nal degree,ISR,Israel
aa33394ebe64  e78696df bacb6db91a2a1b6b9,f,199,Masters  r pr fessi nal degree,RUS,Russian Federati n
aa33394ebe64  e78696df bacb6db91a2a1b6b9,f,199,Masters  r pr fessi nal degree,USA,United States
eb 3a2c47e813de 959f 7c4f7 158 3bab617dd,f,1981,Masters  r pr fessi nal degree,ARM,Armenia
3b521cbcd3bfcfaece95d4718e8562d395b25e61,m,1981,Bachel rs,AUS,Australia
cb2d48 9991f6a8f21a3f15ad66ea9 7efa414d ,m,1991,Bachel rs,IND,India
274bce1662c89f37afe3 a1889a71e6f967c6ed3,f,1979,Bachel rs,PRT,P rtugal
c777  481a864d318 96 c24a84  b5 b4b42f4b,m,1986,Masters  r pr fessi nal degree,USA,United States
 ce9 fa23aaefe 289ed71 3a66eb1b51914b46d,m,1979,D ct rate,IND,India
68c458351 46895e1aa38be6 adc73cc787bf6ea,, ,User withheld,GRC,Greece
68c458351 46895e1aa38be6 adc73cc787bf6ea,, ,User withheld,NLD,Netherlands
4185948dcb2 faf13c2d1f34 d66cf5c44781aad,m,1982,Sec ndary/High Sch  l,BGR,Bulgaria
6d99b8e  feef6216ae5ecc26 4c5bd1a d76bb9,m,1982,Masters  r pr fessi nal degree,GBR,United Kingd m
6d99b8e  feef6216ae5ecc26 4c5bd1a d76bb9,m,1982,Masters  r pr fessi nal degree,SWE,Sweden
6d99b8e  feef6216ae5ecc26 4c5bd1a d76bb9,m,1982,Masters  r pr fessi nal degree,ITA,Italy
77c7a21573d49a4dee22649547 4beee 9b91e3b,m,1985,Bachel rs,IRN,Iran (ISLAMIC Republic  f)
a14 e6d2184e 15c198a5a42b979b6c91  ab9c2,m,1987,Masters  r pr fessi nal degree,IRN,Iran (ISLAMIC Republic  f)
a14 e6d2184e 15c198a5a42b979b6c91  ab9c2,m,1987,Masters  r pr fessi nal degree,ESP,Spain
a14 e6d2184e 15c198a5a42b979b6c91  ab9c2,m,1987,Masters  r pr fessi nal degree,NLD,Netherlands
a14 e6d2184e 15c198a5a42b979b6c91  ab9c2,m,1987,Masters  r pr fessi nal degree,FRA,France
cac8eaffdf7c1c13cb5f95a16cc4b64a3e5f5f61,f,1984,Bachel rs,USA,United States
ffbdd 45  d8da856ea68a9fcc 4 7ad5b496358,f,1984,Masters  r pr fessi nal degree,P L,P land
ffbdd 45  d8da856ea68a9fcc 4 7ad5b496358,f,1984,Masters  r pr fessi nal degree,DEU,Germany
ae97692ef7cf59684375 a56 32c2e2f78e 61e9,m,1969,Masters  r pr fessi nal degree,BRA,Brazil
1cce 92 afca99 6683f867d69929ea1741f9aef,f,1983,Masters  r pr fessi nal degree,ALB,Albania
